UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
7326.0,L54505,L,299.9,310.4,1419.0,45.7,178.0,0,0.0,0.0,0.0,0.0,0.0
7327.0,M22186,M,299.9,310.5,1335.0,52.9,180.0,0,0.0,0.0,0.0,0.0,0.0
7328.0,M22187,M,299.9,310.5,1576.0,39.4,183.0,0,0.0,0.0,0.0,0.0,0.0
7329.0,L54508,L,300.0,310.5,1517.0,42.2,186.0,0,0.0,0.0,0.0,0.0,0.0
7330.0,M22189,M,299.9,310.4,1576.0,34.3,188.0,0,0.0,0.0,0.0,0.0,0.0
7331.0,H36744,H,299.8,310.2,1537.0,36.6,191.0,0,0.0,0.0,0.0,0.0,0.0
7332.0,L54511,L,299.8,310.3,1524.0,34.2,196.0,0,0.0,0.0,0.0,0.0,0.0
7333.0,M22192,M,299.8,310.3,1805.0,23.7,198.0,0,0.0,0.0,0.0,0.0,0.0
7334.0,M22193,M,299.9,310.4,1367.0,53.3,201.0,0,0.0,0.0,0.0,0.0,0.0
7335.0,L54514,L,299.8,310.4,1694.0,30.3,204.0,0,0.0,0.0,0.0,0.0,0.0
7336.0,L54515,L,299.9,310.4,1328.0,49.9,206.0,0,0.0,0.0,0.0,0.0,0.0
7337.0,H36750,H,299.9,310.5,1549.0,42.8,208.0,0,0.0,0.0,0.0,0.0,0.0
7338.0,L54517,L,299.9,310.5,1539.0,32.8,213.0,0,0.0,0.0,0.0,0.0,0.0
7339.0,L54518,L,299.8,310.5,1496.0,38.8,215.0,0,0.0,0.0,0.0,0.0,0.0
7340.0,L54519,L,299.8,310.4,1579.0,36.4,0.0,0,0.0,0.0,0.0,0.0,0.0
7341.0,L54520,L,299.7,310.3,1386.0,46.6,2.0,0,0.0,0.0,0.0,0.0,0.0
7342.0,L54521,L,299.7,310.3,1505.0,37.7,4.0,0,0.0,0.0,0.0,0.0,0.0
7343.0,M22202,M,299.7,310.3,1661.0,34.5,6.0,0,0.0,0.0,0.0,0.0,0.0
7344.0,L54523,L,299.6,310.2,1468.0,48.0,9.0,0,0.0,0.0,0.0,0.0,0.0
7345.0,L54524,L,299.6,310.1,1384.0,49.8,11.0,0,0.0,0.0,0.0,0.0,0.0
7346.0,L54525,L,299.6,310.2,1381.0,60.5,13.0,0,0.0,0.0,0.0,0.0,0.0
7347.0,L54526,L,299.6,310.2,1469.0,47.0,15.0,0,0.0,0.0,0.0,0.0,0.0
7348.0,L54527,L,299.6,310.2,1627.0,36.6,17.0,0,0.0,0.0,0.0,0.0,0.0
7349.0,H36762,H,299.7,310.3,1462.0,40.4,19.0,0,0.0,0.0,0.0,0.0,0.0
7350.0,L54529,L,299.7,310.2,1633.0,36.5,24.0,0,0.0,0.0,0.0,0.0,0.0
7351.0,L54530,L,299.7,310.2,1469.0,39.5,26.0,0,0.0,0.0,0.0,0.0,0.0
7352.0,L54531,L,299.7,310.2,1458.0,43.4,28.0,0,0.0,0.0,0.0,0.0,0.0
7353.0,M22212,M,299.7,310.2,1440.0,42.8,30.0,0,0.0,0.0,0.0,0.0,0.0
7354.0,L54533,L,299.8,310.3,1687.0,30.4,33.0,0,0.0,0.0,0.0,0.0,0.0
7355.0,M22214,M,299.7,310.3,1429.0,47.7,35.0,0,0.0,0.0,0.0,0.0,0.0
7356.0,L54535,L,299.6,310.2,1588.0,34.1,38.0,0,0.0,0.0,0.0,0.0,0.0
7357.0,L54536,L,299.6,310.2,1333.0,51.2,40.0,0,0.0,0.0,0.0,0.0,0.0
7358.0,L54537,L,299.6,310.1,1487.0,42.9,42.0,0,0.0,0.0,0.0,0.0,0.0
7359.0,M22218,M,299.5,310.1,1659.0,31.5,44.0,0,0.0,0.0,0.0,0.0,0.0
7360.0,M22219,M,299.4,310.0,1512.0,43.2,47.0,0,0.0,0.0,0.0,0.0,0.0
7361.0,L54540,L,299.5,310.1,1585.0,35.2,50.0,0,0.0,0.0,0.0,0.0,0.0
7362.0,L54541,L,299.5,310.0,1502.0,38.5,52.0,0,0.0,0.0,0.0,0.0,0.0
7363.0,L54542,L,299.5,310.0,1594.0,35.1,54.0,0,0.0,0.0,0.0,0.0,0.0
7364.0,L54543,L,299.5,310.0,1412.0,48.9,56.0,0,0.0,0.0,0.0,0.0,0.0
7365.0,L54544,L,299.5,309.9,1402.0,51.7,58.0,0,0.0,0.0,0.0,0.0,0.0
7366.0,L54545,L,299.6,310.1,2057.0,20.4,60.0,0,0.0,0.0,0.0,0.0,0.0
7367.0,H36780,H,299.6,310.1,1531.0,36.8,62.0,0,0.0,0.0,0.0,0.0,0.0
7368.0,M22227,M,299.5,310.1,1359.0,61.1,67.0,0,0.0,0.0,0.0,0.0,0.0
7369.0,M22228,M,299.6,310.2,1620.0,30.0,70.0,0,0.0,0.0,0.0,0.0,0.0
7370.0,M22229,M,299.6,310.1,1646.0,29.6,73.0,0,0.0,0.0,0.0,0.0,0.0
7371.0,M22230,M,299.6,310.1,1455.0,46.1,76.0,0,0.0,0.0,0.0,0.0,0.0
7372.0,L54551,L,299.6,310.2,1512.0,44.0,79.0,0,0.0,0.0,0.0,0.0,0.0
7373.0,L54552,L,299.6,310.2,1473.0,42.7,81.0,0,0.0,0.0,0.0,0.0,0.0
7374.0,L54553,L,299.6,310.1,1553.0,38.0,83.0,0,0.0,0.0,0.0,0.0,0.0
7375.0,L54554,L,299.5,310.0,1379.0,50.4,85.0,0,0.0,0.0,0.0,0.0,0.0
7376.0,M22235,M,299.4,309.9,1567.0,40.6,87.0,0,0.0,0.0,0.0,0.0,0.0
7377.0,L54556,L,299.5,310.0,1481.0,43.1,90.0,0,0.0,0.0,0.0,0.0,0.0
7378.0,L54557,L,299.5,310.0,1349.0,52.7,92.0,0,0.0,0.0,0.0,0.0,0.0
7379.0,L54558,L,299.5,310.0,1388.0,52.4,94.0,0,0.0,0.0,0.0,0.0,0.0
7380.0,M22239,M,299.6,310.1,1357.0,48.7,96.0,0,0.0,0.0,0.0,0.0,0.0
7381.0,L54560,L,299.6,310.2,1743.0,24.8,99.0,0,0.0,0.0,0.0,0.0,0.0
7382.0,L54561,L,299.7,310.3,1495.0,43.1,101.0,0,0.0,0.0,0.0,0.0,0.0
7383.0,L54562,L,299.8,310.4,1698.0,28.3,103.0,0,0.0,0.0,0.0,0.0,0.0
7384.0,M22243,M,299.7,310.4,1410.0,44.5,105.0,0,0.0,0.0,0.0,0.0,0.0
7385.0,L54564,L,299.7,310.4,1614.0,36.2,108.0,0,0.0,0.0,0.0,0.0,0.0
7386.0,M22245,M,299.8,310.5,1375.0,53.9,110.0,0,0.0,0.0,0.0,0.0,0.0
7387.0,M22246,M,299.8,310.6,1574.0,31.8,113.0,0,0.0,0.0,0.0,0.0,0.0
7388.0,H36801,H,299.8,310.6,1423.0,44.6,116.0,0,0.0,0.0,0.0,0.0,0.0
7389.0,M22248,M,299.8,310.6,1694.0,31.3,121.0,0,0.0,0.0,0.0,0.0,0.0
7390.0,L54569,L,299.8,310.6,1707.0,32.5,124.0,0,0.0,0.0,0.0,0.0,0.0
7391.0,M22250,M,299.7,310.5,1490.0,41.2,126.0,0,0.0,0.0,0.0,0.0,0.0
7392.0,L54571,L,299.7,310.6,1675.0,31.3,129.0,0,0.0,0.0,0.0,0.0,0.0
7393.0,M22252,M,299.7,310.5,1492.0,39.3,131.0,0,0.0,0.0,0.0,0.0,0.0
7394.0,M22253,M,299.7,310.5,1594.0,35.4,134.0,0,0.0,0.0,0.0,0.0,0.0
7395.0,L54574,L,299.7,310.6,1479.0,38.0,137.0,0,0.0,0.0,0.0,0.0,0.0
7396.0,M22255,M,299.7,310.6,1572.0,38.0,139.0,0,0.0,0.0,0.0,0.0,0.0
7397.0,L54576,L,299.7,310.6,1616.0,35.1,142.0,0,0.0,0.0,0.0,0.0,0.0
7398.0,L54577,L,299.7,310.6,1737.0,26.1,144.0,0,0.0,0.0,0.0,0.0,0.0
7399.0,M22258,M,299.7,310.7,1498.0,37.8,146.0,0,0.0,0.0,0.0,0.0,0.0
7400.0,L54579,L,299.6,310.6,1642.0,35.1,149.0,0,0.0,0.0,0.0,0.0,0.0
7401.0,M22260,M,299.6,310.6,1633.0,34.2,151.0,0,0.0,0.0,0.0,0.0,0.0
7402.0,L54581,L,299.8,310.8,1409.0,51.9,154.0,0,0.0,0.0,0.0,0.0,0.0
7403.0,M22262,M,299.8,310.8,1463.0,43.5,156.0,0,0.0,0.0,0.0,0.0,0.0
7404.0,L54583,L,299.8,310.8,1376.0,48.6,159.0,0,0.0,0.0,0.0,0.0,0.0
7405.0,L54584,L,299.8,310.8,1553.0,32.2,161.0,0,0.0,0.0,0.0,0.0,0.0
7406.0,M22265,M,299.8,310.8,1530.0,35.2,163.0,0,0.0,0.0,0.0,0.0,0.0
7407.0,L54586,L,299.8,310.9,1545.0,40.7,166.0,0,0.0,0.0,0.0,0.0,0.0
7408.0,H36821,H,299.8,310.9,1427.0,47.2,168.0,0,0.0,0.0,0.0,0.0,0.0
7409.0,L54588,L,299.9,310.9,1292.0,51.1,173.0,0,0.0,0.0,0.0,0.0,0.0
7410.0,L54589,L,299.8,310.9,2084.0,17.6,175.0,0,0.0,0.0,0.0,0.0,0.0
7411.0,L54590,L,299.9,311.0,1747.0,27.6,177.0,0,0.0,0.0,0.0,0.0,0.0
7412.0,L54591,L,300.0,311.1,1425.0,47.8,179.0,0,0.0,0.0,0.0,0.0,0.0
7413.0,L54592,L,300.0,311.0,1637.0,33.6,181.0,0,0.0,0.0,0.0,0.0,0.0
7414.0,M22273,M,300.1,311.1,1616.0,35.2,183.0,0,0.0,0.0,0.0,0.0,0.0
7415.0,L54594,L,300.1,311.1,1619.0,33.4,186.0,0,0.0,0.0,0.0,0.0,0.0
7416.0,L54595,L,300.1,311.2,1489.0,39.1,188.0,0,0.0,0.0,0.0,0.0,0.0
7417.0,M22276,M,300.1,311.2,1452.0,42.4,190.0,0,0.0,0.0,0.0,0.0,0.0
7418.0,M22277,M,300.1,311.3,1495.0,41.0,193.0,0,0.0,0.0,0.0,0.0,0.0
7419.0,M22278,M,300.2,311.4,1427.0,39.7,196.0,0,0.0,0.0,0.0,0.0,0.0
7420.0,L54599,L,300.1,311.4,1572.0,36.2,199.0,0,0.0,0.0,0.0,0.0,0.0
7421.0,L54600,L,300.1,311.3,1547.0,40.0,201.0,0,0.0,0.0,0.0,0.0,0.0
7422.0,M22281,M,300.1,311.4,1342.0,48.5,203.0,0,0.0,0.0,0.0,0.0,0.0
7423.0,L54602,L,300.0,311.2,1351.0,44.1,206.0,0,0.0,0.0,0.0,0.0,0.0
7424.0,L54603,L,300.0,311.3,1407.0,47.3,208.0,0,0.0,0.0,0.0,0.0,0.0
7425.0,M22284,M,300.1,311.4,1575.0,29.8,210.0,0,0.0,0.0,0.0,0.0,0.0
7426.0,M22285,M,300.0,311.4,1791.0,24.1,213.0,0,0.0,0.0,0.0,0.0,0.0
7427.0,M22286,M,300.0,311.4,1692.0,29.0,216.0,1,1.0,0.0,0.0,0.0,0.0
7428.0,L54607,L,300.0,311.4,1634.0,31.9,0.0,0,0.0,0.0,0.0,0.0,0.0
7429.0,M22288,M,300.0,311.4,1864.0,23.3,2.0,0,0.0,0.0,0.0,0.0,0.0
7430.0,L54609,L,300.0,311.4,1590.0,33.6,5.0,0,0.0,0.0,0.0,0.0,0.0
7431.0,M22290,M,300.0,311.4,1384.0,46.1,7.0,0,0.0,0.0,0.0,0.0,0.0
7432.0,M22291,M,300.0,311.4,1352.0,61.8,10.0,0,0.0,0.0,0.0,0.0,0.0
7433.0,L54612,L,300.1,311.4,1484.0,43.1,13.0,0,0.0,0.0,0.0,0.0,0.0
7434.0,M22293,M,300.1,311.4,1913.0,21.9,15.0,0,0.0,0.0,0.0,0.0,0.0
7435.0,L54614,L,300.0,311.4,1508.0,38.2,18.0,0,0.0,0.0,0.0,0.0,0.0
7436.0,L54615,L,299.9,311.3,1504.0,40.7,20.0,0,0.0,0.0,0.0,0.0,0.0
7437.0,L54616,L,300.0,311.4,1487.0,41.2,22.0,0,0.0,0.0,0.0,0.0,0.0
7438.0,L54617,L,299.8,311.3,1727.0,30.0,24.0,0,0.0,0.0,0.0,0.0,0.0
7439.0,L54618,L,299.9,311.3,1647.0,27.5,26.0,0,0.0,0.0,0.0,0.0,0.0
7440.0,L54619,L,300.0,311.3,1493.0,41.4,28.0,0,0.0,0.0,0.0,0.0,0.0
7441.0,L54620,L,300.0,311.4,1655.0,29.6,30.0,0,0.0,0.0,0.0,0.0,0.0
7442.0,M22301,M,299.9,311.4,1337.0,54.8,32.0,0,0.0,0.0,0.0,0.0,0.0
7443.0,L54622,L,300.0,311.5,1601.0,36.9,35.0,0,0.0,0.0,0.0,0.0,0.0
7444.0,H36857,H,300.1,311.6,1589.0,37.9,37.0,0,0.0,0.0,0.0,0.0,0.0
7445.0,L54624,L,300.2,311.7,1286.0,55.1,42.0,0,0.0,0.0,0.0,0.0,0.0
7446.0,L54625,L,300.2,311.7,1553.0,41.3,44.0,0,0.0,0.0,0.0,0.0,0.0
7447.0,L54626,L,300.2,311.8,1379.0,51.0,46.0,0,0.0,0.0,0.0,0.0,0.0
7448.0,M22307,M,300.3,311.9,1677.0,30.8,48.0,0,0.0,0.0,0.0,0.0,0.0
7449.0,L54628,L,300.3,311.8,1488.0,38.4,51.0,0,0.0,0.0,0.0,0.0,0.0
7450.0,L54629,L,300.3,311.8,1418.0,45.9,53.0,0,0.0,0.0,0.0,0.0,0.0
7451.0,L54630,L,300.3,311.8,1451.0,41.0,55.0,0,0.0,0.0,0.0,0.0,0.0
7452.0,L54631,L,300.3,311.8,1508.0,43.1,57.0,0,0.0,0.0,0.0,0.0,0.0
7453.0,L54632,L,300.3,311.7,1579.0,33.6,59.0,0,0.0,0.0,0.0,0.0,0.0
7454.0,H36867,H,300.3,311.7,1432.0,47.7,61.0,0,0.0,0.0,0.0,0.0,0.0
7455.0,L54634,L,300.2,311.6,1446.0,47.3,66.0,0,0.0,0.0,0.0,0.0,0.0
7456.0,M22315,M,300.2,311.7,1597.0,39.5,68.0,0,0.0,0.0,0.0,0.0,0.0
7457.0,M22316,M,300.2,311.7,1397.0,50.2,71.0,0,0.0,0.0,0.0,0.0,0.0
7458.0,L54637,L,300.1,311.6,1530.0,36.6,74.0,0,0.0,0.0,0.0,0.0,0.0
7459.0,M22318,M,300.1,311.6,1433.0,51.4,76.0,0,0.0,0.0,0.0,0.0,0.0
7460.0,L54639,L,300.0,311.5,1591.0,32.0,79.0,0,0.0,0.0,0.0,0.0,0.0
7461.0,L54640,L,300.0,311.5,1445.0,41.6,81.0,0,0.0,0.0,0.0,0.0,0.0
7462.0,L54641,L,300.0,311.5,1749.0,28.3,83.0,0,0.0,0.0,0.0,0.0,0.0
7463.0,L54642,L,300.0,311.3,1703.0,30.4,85.0,0,0.0,0.0,0.0,0.0,0.0
7464.0,H36877,H,300.1,311.4,1518.0,46.9,87.0,0,0.0,0.0,0.0,0.0,0.0
7465.0,L54644,L,300.1,311.3,1535.0,42.3,92.0,0,0.0,0.0,0.0,0.0,0.0
7466.0,M22325,M,300.1,311.4,1390.0,52.1,94.0,0,0.0,0.0,0.0,0.0,0.0
7467.0,H36880,H,300.3,311.6,1801.0,23.6,97.0,0,0.0,0.0,0.0,0.0,0.0
7468.0,H36881,H,300.3,311.6,1463.0,41.6,102.0,0,0.0,0.0,0.0,0.0,0.0
7469.0,L54648,L,300.3,311.6,1560.0,37.7,107.0,0,0.0,0.0,0.0,0.0,0.0
7470.0,L54649,L,300.3,311.6,1607.0,33.5,109.0,0,0.0,0.0,0.0,0.0,0.0
7471.0,L54650,L,300.4,311.6,1332.0,54.6,111.0,0,0.0,0.0,0.0,0.0,0.0
7472.0,L54651,L,300.3,311.7,1365.0,53.3,113.0,0,0.0,0.0,0.0,0.0,0.0
7473.0,M22332,M,300.3,311.6,1617.0,32.5,115.0,0,0.0,0.0,0.0,0.0,0.0
7474.0,M22333,M,300.3,311.6,1304.0,62.8,118.0,0,0.0,0.0,0.0,0.0,0.0
7475.0,L54654,L,300.3,311.7,1989.0,22.3,121.0,0,0.0,0.0,0.0,0.0,0.0
7476.0,H36889,H,300.3,311.6,1339.0,53.4,123.0,0,0.0,0.0,0.0,0.0,0.0
7477.0,L54656,L,300.2,311.5,1492.0,41.8,128.0,0,0.0,0.0,0.0,0.0,0.0
7478.0,M22337,M,300.1,311.3,1518.0,40.2,130.0,0,0.0,0.0,0.0,0.0,0.0
7479.0,L54658,L,300.1,311.3,1479.0,39.5,133.0,0,0.0,0.0,0.0,0.0,0.0
7480.0,M22339,M,300.1,311.3,1523.0,34.1,135.0,0,0.0,0.0,0.0,0.0,0.0
7481.0,M22340,M,300.2,311.4,1570.0,35.3,138.0,0,0.0,0.0,0.0,0.0,0.0
7482.0,H36895,H,300.2,311.4,1506.0,36.1,141.0,0,0.0,0.0,0.0,0.0,0.0
7483.0,M22342,M,300.2,311.6,1510.0,47.5,146.0,0,0.0,0.0,0.0,0.0,0.0
7484.0,L54663,L,300.2,311.6,1671.0,28.8,149.0,0,0.0,0.0,0.0,0.0,0.0
7485.0,M22344,M,300.3,311.6,1312.0,53.4,151.0,0,0.0,0.0,0.0,0.0,0.0
7486.0,L54665,L,300.3,311.6,1595.0,38.8,154.0,0,0.0,0.0,0.0,0.0,0.0
7487.0,L54666,L,300.3,311.7,1635.0,31.8,156.0,0,0.0,0.0,0.0,0.0,0.0
7488.0,L54667,L,300.3,311.7,1707.0,33.6,158.0,0,0.0,0.0,0.0,0.0,0.0
7489.0,L54668,L,300.3,311.7,1545.0,43.5,160.0,0,0.0,0.0,0.0,0.0,1.0
7490.0,M22349,M,300.2,311.6,1751.0,28.0,162.0,0,0.0,0.0,0.0,0.0,0.0
7491.0,M22350,M,300.4,311.8,1707.0,30.0,165.0,0,0.0,0.0,0.0,0.0,0.0
7492.0,L54671,L,300.4,311.8,1320.0,57.9,168.0,0,0.0,0.0,0.0,0.0,0.0
7493.0,M22352,M,300.3,311.7,1319.0,51.4,170.0,0,0.0,0.0,0.0,0.0,0.0
7494.0,L54673,L,300.2,311.7,1448.0,54.2,173.0,0,0.0,0.0,0.0,0.0,0.0
7495.0,L54674,L,300.2,311.8,1436.0,48.2,175.0,0,0.0,0.0,0.0,0.0,0.0
7496.0,L54675,L,300.3,311.9,1609.0,34.0,177.0,0,0.0,0.0,0.0,0.0,0.0
7497.0,L54676,L,300.2,311.8,1464.0,44.5,179.0,0,0.0,0.0,0.0,0.0,0.0
7498.0,M22357,M,300.3,311.8,1483.0,45.1,181.0,0,0.0,0.0,0.0,0.0,0.0
7499.0,M22358,M,300.2,311.8,1748.0,28.5,184.0,0,0.0,0.0,0.0,0.0,0.0
7500.0,L54679,L,300.3,311.8,1746.0,26.3,187.0,0,0.0,0.0,0.0,0.0,0.0
7501.0,L54680,L,300.2,311.8,1410.0,51.4,189.0,0,0.0,0.0,0.0,0.0,0.0
7502.0,L54681,L,300.2,311.7,1640.0,30.8,191.0,0,0.0,0.0,0.0,0.0,0.0
7503.0,H36916,H,300.3,311.7,1655.0,29.9,193.0,0,0.0,0.0,0.0,0.0,0.0
7504.0,M22363,M,300.3,311.7,1646.0,28.9,198.0,0,0.0,0.0,0.0,0.0,0.0
7505.0,L54684,L,300.4,311.8,1589.0,42.0,201.0,0,0.0,0.0,0.0,0.0,0.0
7506.0,L54685,L,300.5,311.9,1546.0,39.4,203.0,0,0.0,0.0,0.0,0.0,0.0
7507.0,L54686,L,300.5,311.9,1511.0,41.8,205.0,0,0.0,0.0,0.0,0.0,0.0
7508.0,L54687,L,300.5,311.9,1750.0,28.3,207.0,0,0.0,0.0,0.0,0.0,0.0
7509.0,M22368,M,300.5,311.9,1730.0,27.5,209.0,0,0.0,0.0,0.0,0.0,0.0
7510.0,L54689,L,300.6,311.9,1372.0,60.1,212.0,1,0.0,0.0,0.0,1.0,0.0
7511.0,L54690,L,300.5,311.8,1524.0,38.9,214.0,1,1.0,0.0,0.0,0.0,0.0
7512.0,L54691,L,300.4,311.8,1601.0,36.1,0.0,0,0.0,0.0,0.0,0.0,0.0
7513.0,M22372,M,300.5,311.8,1636.0,34.4,2.0,0,0.0,0.0,0.0,0.0,0.0
7514.0,L54693,L,300.4,311.8,2261.0,14.9,5.0,0,0.0,0.0,0.0,0.0,0.0
7515.0,L54694,L,300.4,311.8,1636.0,32.3,7.0,0,0.0,0.0,0.0,0.0,0.0
7516.0,M22375,M,300.4,311.9,1335.0,58.3,9.0,0,0.0,0.0,0.0,0.0,0.0
7517.0,M22376,M,300.3,311.7,1236.0,57.5,12.0,0,0.0,0.0,0.0,0.0,0.0
7518.0,L54697,L,300.3,311.7,1445.0,47.3,15.0,0,0.0,0.0,0.0,0.0,0.0
7519.0,L54698,L,300.2,311.5,1500.0,40.8,17.0,0,0.0,0.0,0.0,0.0,0.0
7520.0,L54699,L,300.2,311.6,1999.0,21.0,19.0,0,0.0,0.0,0.0,0.0,0.0
7521.0,L54700,L,300.2,311.6,1529.0,35.5,21.0,0,0.0,0.0,0.0,0.0,0.0
7522.0,M22381,M,300.2,311.6,1467.0,40.7,23.0,0,0.0,0.0,0.0,0.0,0.0
7523.0,L54702,L,300.1,311.5,1334.0,54.0,26.0,0,0.0,0.0,0.0,0.0,0.0
7524.0,M22383,M,300.1,311.5,1343.0,46.2,28.0,0,0.0,0.0,0.0,0.0,0.0
7525.0,L54704,L,300.2,311.5,1639.0,31.1,31.0,0,0.0,0.0,0.0,0.0,0.0
7526.0,H36939,H,300.1,311.5,1383.0,49.1,33.0,0,0.0,0.0,0.0,0.0,0.0
7527.0,L54706,L,300.1,311.4,1660.0,31.4,38.0,0,0.0,0.0,0.0,0.0,0.0
7528.0,L54707,L,300.1,311.3,1470.0,45.2,40.0,0,0.0,0.0,0.0,0.0,0.0
7529.0,M22388,M,300.1,311.3,1748.0,26.6,42.0,0,0.0,0.0,0.0,0.0,0.0
7530.0,L54709,L,300.1,311.4,1467.0,35.7,45.0,0,0.0,0.0,0.0,0.0,0.0
7531.0,M22390,M,300.1,311.4,1617.0,39.3,47.0,0,0.0,0.0,0.0,0.0,0.0
7532.0,H36945,H,300.1,311.4,1377.0,56.7,50.0,0,0.0,0.0,0.0,0.0,0.0
7533.0,M22392,M,300.0,311.3,1629.0,32.1,55.0,0,0.0,0.0,0.0,0.0,0.0
7534.0,L54713,L,300.0,311.2,1504.0,37.9,58.0,0,0.0,0.0,0.0,0.0,0.0
7535.0,L54714,L,300.0,311.2,1418.0,47.3,60.0,0,0.0,0.0,0.0,0.0,0.0
7536.0,L54715,L,300.0,311.2,1629.0,31.7,62.0,0,0.0,0.0,0.0,0.0,0.0
7537.0,L54716,L,300.1,311.3,2579.0,12.5,64.0,1,0.0,0.0,1.0,0.0,0.0
7538.0,L54717,L,300.1,311.3,1305.0,64.7,66.0,0,0.0,0.0,0.0,0.0,0.0
7539.0,M22398,M,300.2,311.4,1450.0,38.5,68.0,0,0.0,0.0,0.0,0.0,0.0
7540.0,L54719,L,300.2,311.3,1487.0,36.9,71.0,0,0.0,0.0,0.0,0.0,0.0
7541.0,M22400,M,300.2,311.3,1587.0,31.2,73.0,0,0.0,0.0,0.0,0.0,0.0
7542.0,M22401,M,300.3,311.5,1528.0,40.9,76.0,0,0.0,0.0,0.0,0.0,0.0
7543.0,M22402,M,300.4,311.6,1401.0,49.9,79.0,0,0.0,0.0,0.0,0.0,0.0
7544.0,L54723,L,300.3,311.5,1446.0,45.0,82.0,0,0.0,0.0,0.0,0.0,0.0
7545.0,L54724,L,300.2,311.4,1425.0,44.2,84.0,0,0.0,0.0,0.0,0.0,0.0
7546.0,L54725,L,300.2,311.4,1891.0,22.6,86.0,0,0.0,0.0,0.0,0.0,0.0
7547.0,H36960,H,300.2,311.5,1454.0,42.8,88.0,0,0.0,0.0,0.0,0.0,0.0
7548.0,L54727,L,300.1,311.4,1430.0,40.9,93.0,0,0.0,0.0,0.0,0.0,0.0
7549.0,L54728,L,300.2,311.4,1495.0,43.6,95.0,0,0.0,0.0,0.0,0.0,0.0
7550.0,L54729,L,300.3,311.4,1544.0,41.6,97.0,0,0.0,0.0,0.0,0.0,0.0
7551.0,M22410,M,300.3,311.4,1554.0,34.3,99.0,0,0.0,0.0,0.0,0.0,0.0
7552.0,M22411,M,300.2,311.3,1491.0,37.3,102.0,0,0.0,0.0,0.0,0.0,0.0
7553.0,L54732,L,300.3,311.3,1525.0,40.7,105.0,0,0.0,0.0,0.0,0.0,0.0
7554.0,L54733,L,300.3,311.3,1505.0,39.6,107.0,0,0.0,0.0,0.0,0.0,0.0
7555.0,M22414,M,300.3,311.4,1371.0,50.2,109.0,0,0.0,0.0,0.0,0.0,0.0
7556.0,L54735,L,300.3,311.3,1332.0,60.5,112.0,0,0.0,0.0,0.0,0.0,0.0
7557.0,L54736,L,300.3,311.4,1471.0,37.0,114.0,0,0.0,0.0,0.0,0.0,0.0
7558.0,M22417,M,300.4,311.5,1750.0,27.3,116.0,0,0.0,0.0,0.0,0.0,0.0
7559.0,M22418,M,300.3,311.4,1386.0,48.1,119.0,0,0.0,0.0,0.0,0.0,0.0
7560.0,M22419,M,300.4,311.4,1355.0,56.2,122.0,0,0.0,0.0,0.0,0.0,0.0
7561.0,M22420,M,300.3,311.3,1377.0,53.8,125.0,0,0.0,0.0,0.0,0.0,0.0
7562.0,L54741,L,300.3,311.1,1388.0,49.4,128.0,0,0.0,0.0,0.0,0.0,0.0
7563.0,M22422,M,300.3,311.1,1350.0,58.7,130.0,0,0.0,0.0,0.0,0.0,0.0
7564.0,M22423,M,300.4,311.2,1831.0,23.4,133.0,0,0.0,0.0,0.0,0.0,0.0
7565.0,M22424,M,300.3,311.2,1381.0,65.2,136.0,1,0.0,0.0,1.0,0.0,0.0
7566.0,M22425,M,300.3,311.2,1783.0,25.6,139.0,0,0.0,0.0,0.0,0.0,0.0
7567.0,L54746,L,300.3,311.0,1613.0,34.7,142.0,0,0.0,0.0,0.0,0.0,0.0
7568.0,M22427,M,300.2,311.0,2370.0,14.7,144.0,0,0.0,0.0,0.0,0.0,0.0
7569.0,L54748,L,300.2,311.0,1627.0,33.7,147.0,0,0.0,0.0,0.0,0.0,0.0
7570.0,L54749,L,300.2,311.0,1255.0,71.8,149.0,1,0.0,0.0,1.0,0.0,0.0
7571.0,H36984,H,300.2,311.0,1777.0,27.5,151.0,0,0.0,0.0,0.0,0.0,0.0
7572.0,L54751,L,300.3,311.1,1606.0,30.9,156.0,0,0.0,0.0,0.0,0.0,0.0
7573.0,L54752,L,300.3,311.1,1676.0,28.6,158.0,0,0.0,0.0,0.0,0.0,0.0
7574.0,L54753,L,300.3,311.1,1605.0,37.1,160.0,0,0.0,0.0,0.0,0.0,0.0
7575.0,L54754,L,300.4,311.1,1487.0,37.4,162.0,0,0.0,0.0,0.0,0.0,0.0
7576.0,L54755,L,300.4,311.2,1471.0,46.5,164.0,0,0.0,0.0,0.0,0.0,0.0
7577.0,M22436,M,300.3,311.1,1477.0,44.2,166.0,0,0.0,0.0,0.0,0.0,0.0
7578.0,L54757,L,300.4,311.2,1530.0,32.0,169.0,0,0.0,0.0,0.0,0.0,0.0
7579.0,L54758,L,300.4,311.2,1673.0,28.9,171.0,0,0.0,0.0,0.0,0.0,0.0
7580.0,L54759,L,300.4,311.2,1436.0,56.8,173.0,0,0.0,0.0,0.0,0.0,0.0
7581.0,L54760,L,300.4,311.3,1495.0,51.2,175.0,0,0.0,0.0,0.0,0.0,0.0
7582.0,M22441,M,300.4,311.2,1366.0,56.1,177.0,0,0.0,0.0,0.0,0.0,0.0
